repo_name,owner_name,full_name,owner_type,description,topics,created_at,size_kb,default_branch,default_branch_commit_sha,forks,stargazers,subscribers,license_key,license_name,license_spdx_id,license_url,language,c_ratio,cpp_ratio,makefile_ratio,cmake_ratio,starlark_ratio,meson_ratio,ninja_ratio,qmake_ratio,c_cpp_ratio,build_lang_ratio,total_lang_kb,html_url,git_url,ssh_url,clone_url,zip_default_branch_url,homepage
liteide,visualfc,visualfc/liteide,User,"LiteIDE is a simple, open source, cross-platform Go IDE. ","cross-platform,go,golang,ide,liteide,qt",2012-11-19T01:54:25Z,17716,master,be217efc0c52aa42fcc79f648a2e5acc9332b7ba,971,7624,367,lgpl-2.1,GNU Lesser General Public License v2.1,LGPL-2.1,https://api.github.com/licenses/lgpl-2.1,C++,0.037109855917032974,0.9046085624237699,0.0,0.0,0.0,0.0,0.0,0.012651439038128312,0.9417184183408028,0.012651439038128312,3406.8505859375,https://github.com/visualfc/liteide,git://github.com/visualfc/liteide.git,git@github.com:visualfc/liteide.git,https://github.com/visualfc/liteide.git,https://github.com/visualfc/liteide/archive/refs/heads/master.zip,
pygame,pygame,pygame/pygame,Organization,"🐍🎮 pygame (the library) is a Free and Open Source python programming language library for making multimedia applications like games built on top of the excellent SDL library. C, Python, Native, OpenGL.","game-dev,game-development,gamedev,pygame,python,sdl,sdl2",2017-03-26T16:06:59Z,36091,main,79807da84c9bacf8df5a177763e14c924e3b15e2,3410,7620,169,,,,,C,0.526285025733118,0.0007351545296627628,0.0005875817407845128,0.0,0.0,0.0,0.0,0.0,0.5270201802627807,0.0005875817407845128,5406.4951171875,https://github.com/pygame/pygame,git://github.com/pygame/pygame.git,git@github.com:pygame/pygame.git,https://github.com/pygame/pygame.git,https://github.com/pygame/pygame/archive/refs/heads/main.zip,https://www.pygame.org
LAVFilters,Nevcairiel,Nevcairiel/LAVFilters,User,LAV Filters - Open-Source DirectShow Media Splitter and Decoders,,2013-05-25T20:59:11Z,60823,master,81c5676cb99d0acfb1457b8165a0becf5601cae3,790,7603,260,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C++,0.1485167291641535,0.841393270462259,0.0,0.0,0.0,0.0,0.0,0.0,0.9899099996264125,0.0,3424.3564453125,https://github.com/Nevcairiel/LAVFilters,git://github.com/Nevcairiel/LAVFilters.git,git@github.com:Nevcairiel/LAVFilters.git,https://github.com/Nevcairiel/LAVFilters.git,https://github.com/Nevcairiel/LAVFilters/archive/refs/heads/master.zip,
Cemu,cemu-project,cemu-project/Cemu,Organization,Cemu - Wii U emulator,"cemu,cemu-emulator,cpp,emulation,emulator,nintendo,wiiu",2022-08-22T20:19:02Z,27634,main,2b0cbf7f6b6c34c748585d255ee7756ff592a502,620,7524,116,mpl-2.0,Mozilla Public License 2.0,MPL-2.0,https://api.github.com/licenses/mpl-2.0,C++,0.1056087979084294,0.8871008688673248,0.0,0.006418001881957989,0.0,0.0,0.0,0.0,0.9927096667757542,0.006418001881957989,12347.927734375,https://github.com/cemu-project/Cemu,git://github.com/cemu-project/Cemu.git,git@github.com:cemu-project/Cemu.git,https://github.com/cemu-project/Cemu.git,https://github.com/cemu-project/Cemu/archive/refs/heads/main.zip,https://cemu.info
openvino,openvinotoolkit,openvinotoolkit/openvino,Organization,OpenVINO™ is an open-source toolkit for optimizing and deploying AI inference,"ai,computer-vision,deep-learning,deploy-ai,diffusion-models,generative-ai,good-first-issue,inference,llm-inference,natural-language-processing,nlp,openvino,optimize-ai,performance-boost,recommendation-system,speech-recognition,stable-diffusion,transformers,yolo",2018-10-15T10:54:40Z,814785,master,82d553e94e6eb20c3c6b24a9b1f39408d8ee51cc,2358,7523,196,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.030077468880927823,0.8086761292732606,0.0,0.008912345318602152,0.0,0.0,0.0,0.0,0.8387535981541885,0.008912345318602152,83823.224609375,https://github.com/openvinotoolkit/openvino,git://github.com/openvinotoolkit/openvino.git,git@github.com:openvinotoolkit/openvino.git,https://github.com/openvinotoolkit/openvino.git,https://github.com/openvinotoolkit/openvino/archive/refs/heads/master.zip,https://docs.openvino.ai
node.bcrypt.js,kelektiv,kelektiv/node.bcrypt.js,Organization,bcrypt for NodeJs,bcrypt,2010-04-15T05:17:17Z,827,master,d8195c6c4bb170b3b2ee2d04047a60fda80aa091,518,7521,63,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.058580898600540145,0.5097962190031917,0.002492020623618954,0.0,0.0,0.0,0.0,0.0,0.5683771176037319,0.002492020623618954,79.55078125,https://github.com/kelektiv/node.bcrypt.js,git://github.com/kelektiv/node.bcrypt.js.git,git@github.com:kelektiv/node.bcrypt.js.git,https://github.com/kelektiv/node.bcrypt.js.git,https://github.com/kelektiv/node.bcrypt.js/archive/refs/heads/master.zip,
crow,ipkn,ipkn/crow,User,Crow is very fast and easy to use C++ micro web framework (inspired by Python Flask),"c-plus-plus,crow,header-only,webserver",2014-03-29T20:40:24Z,875,master,2b43d3cd6a9a9cdbc99dfef9b86ff3f3027f3d1f,888,7509,298,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,C++,0.22013996805077102,0.7570418708772998,0.0002988448288977516,0.013361080622901294,0.0,0.0,0.0,0.0,0.9771818389280708,0.013659925451799046,359.45703125,https://github.com/ipkn/crow,git://github.com/ipkn/crow.git,git@github.com:ipkn/crow.git,https://github.com/ipkn/crow.git,https://github.com/ipkn/crow/archive/refs/heads/master.zip,
falco,falcosecurity,falcosecurity/falco,Organization,Cloud Native Runtime Security,"cloud-native,cncf,cncf-project,containers,ebpf,falco,hacktoberfest,kubernetes,runtime-security,security",2016-01-19T21:58:12Z,20658,master,3277d6e00b3a88d481568ece53d409c0a191fcde,908,7495,131,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.03484104671056579,0.8551722140506143,0.0031600331829343725,0.06106259865406377,0.0,0.0,0.0,0.0,0.8900132607611801,0.06422263183699814,944.103515625,https://github.com/falcosecurity/falco,git://github.com/falcosecurity/falco.git,git@github.com:falcosecurity/falco.git,https://github.com/falcosecurity/falco.git,https://github.com/falcosecurity/falco/archive/refs/heads/master.zip,https://falco.org
kilo,antirez,antirez/kilo,User,A text editor in less than 1000 LOC with syntax highlight and search.,,2016-07-10T10:50:21Z,37,master,69c3ce609d1e8df3956cba6db3d296a7cf3af3de,825,7483,151,bsd-2-clause,"BSD 2-Clause ""Simplified"" License",BSD-2-Clause,https://api.github.com/licenses/bsd-2-clause,C,0.9978171699968816,0.0,0.0021828300031183287,0.0,0.0,0.0,0.0,0.0,0.9978171699968816,0.0021828300031183287,40.7119140625,https://github.com/antirez/kilo,git://github.com/antirez/kilo.git,git@github.com:antirez/kilo.git,https://github.com/antirez/kilo.git,https://github.com/antirez/kilo/archive/refs/heads/master.zip,
engine,flutter,flutter/engine,Organization,The Flutter engine,c-plus-plus,2015-07-16T17:39:56Z,792167,main,66832de608c9f61e4db04589d52b2b899bca38eb,6014,7481,294,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,C++,0.016625193733270146,0.45738689216527734,0.0,0.0,0.0,0.0,0.0,0.0,0.4740120858985475,0.0,33536.7919921875,https://github.com/flutter/engine,git://github.com/flutter/engine.git,git@github.com:flutter/engine.git,https://github.com/flutter/engine.git,https://github.com/flutter/engine/archive/refs/heads/main.zip,https://flutter.dev
Xposed,rovo89,rovo89/Xposed,User,The native part of the Xposed framework (mainly the modified app_process binary).,"android,xposed",2012-03-25T13:40:18Z,205,master,aa7ae1dbd63decea012000d06c2ae01fa0916dc3,1472,7471,502,other,Other,NOASSERTION,,C++,0.0,0.9705208609780286,0.029479139021971423,0.0,0.0,0.0,0.0,0.0,0.9705208609780286,0.029479139021971423,139.830078125,https://github.com/rovo89/Xposed,git://github.com/rovo89/Xposed.git,git@github.com:rovo89/Xposed.git,https://github.com/rovo89/Xposed.git,https://github.com/rovo89/Xposed/archive/refs/heads/master.zip,
AdAway,AdAway,AdAway/AdAway,Organization,AdAway is a free and open source ad blocker for Android. ,"ad-blocker,android,blocker,hosts,vpn",2012-07-15T15:34:47Z,41289,master,c36646e757c8b87396ac614d6d807f68a56991b3,591,7463,235,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C,0.7682267615144974,0.014250050031624268,0.007013390281985726,0.0,0.0,0.0,0.0,0.0,0.7824768115461217,0.007013390281985726,7300.0703125,https://github.com/AdAway/AdAway,git://github.com/AdAway/AdAway.git,git@github.com:AdAway/AdAway.git,https://github.com/AdAway/AdAway.git,https://github.com/AdAway/AdAway/archive/refs/heads/master.zip,https://adaway.org
Squirrel.Windows,Squirrel,Squirrel/Squirrel.Windows,Organization,An installation and update framework for Windows desktop apps,"c-sharp,installer,squirrel,windows",2014-07-28T10:10:39Z,84664,develop,51f5e2cb01add79280a53d51e8d0cfa20f8c9f9f,1036,7455,231,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.03469982285597907,0.6520029268288884,0.0,0.0,0.0,0.0,0.0,0.0,0.6867027496848674,0.0,2507.7802734375,https://github.com/Squirrel/Squirrel.Windows,git://github.com/Squirrel/Squirrel.Windows.git,git@github.com:Squirrel/Squirrel.Windows.git,https://github.com/Squirrel/Squirrel.Windows.git,https://github.com/Squirrel/Squirrel.Windows/archive/refs/heads/develop.zip,
GuiLite,idea4good,idea4good/GuiLite,User,✔️The smallest header-only GUI library(4 KLOC) for all platforms,"c,cpp,cross-platform,display,docker,embedded,graphics-library,gui,header-only,iot,iot-platform,mcu,microcontroller",2017-09-15T03:40:38Z,80794,master,e9c4b573ce3325c05d3a9065f16363d9348f6e64,805,7432,248,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.0020185876545676267,0.9903399135128835,0.0,0.0023598746394635967,0.0,0.0,0.0,0.0,0.9923585011674512,0.0023598746394635967,234.6357421875,https://github.com/idea4good/GuiLite,git://github.com/idea4good/GuiLite.git,git@github.com:idea4good/GuiLite.git,https://github.com/idea4good/GuiLite.git,https://github.com/idea4good/GuiLite/archive/refs/heads/master.zip,https://www.youtube.com/watch?v=grqXEz3bdC0
udp2raw,wangyu-,wangyu-/udp2raw,User,"A Tunnel which Turns UDP Traffic into Encrypted UDP/FakeTCP/ICMP Traffic by using Raw Socket,helps you Bypass UDP FireWalls(or Unstable UDP Environment)","bypass-firewall,fake-header,faketcp,icmp,icmp-tunnel,icmptunnel,raw-socket,raw-tunnel,tcp,tunnel,udp,udp-tunnel",2017-08-04T04:15:38Z,3951,unified,4623f878e08bc8f6f9253d4670569724d4c0a1b7,1173,7423,221,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.26661252664704094,0.4638368838551561,0.0065316066534216975,0.0009590517762276975,0.0,0.0,0.0,0.0,0.730449410502197,0.007490658429649395,1010.1123046875,https://github.com/wangyu-/udp2raw,git://github.com/wangyu-/udp2raw.git,git@github.com:wangyu-/udp2raw.git,https://github.com/wangyu-/udp2raw.git,https://github.com/wangyu-/udp2raw/archive/refs/heads/unified.zip,
wireshark,wireshark,wireshark/wireshark,Organization,Read-only mirror of Wireshark's Git repository at https://gitlab.com/wireshark/wireshark. ⚠️ GitHub won't let us disable pull requests. ⚠️ THEY WILL BE IGNORED HERE ⚠️ Upload them at GitLab instead.,"packet-capture,stratoshark,tshark,wireshark",2014-06-29T18:37:22Z,1120434,master,5f3ca4a480b48c3e1bcbf2ff8f3480a6aade05f6,1899,7402,299,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C,0.9538137820237055,0.02505005756758308,1.7030484027639395e-05,0.0027066012934004948,0.0,0.0,0.0,0.0,0.9788638395912885,0.0027236317774281343,255573.4208984375,https://github.com/wireshark/wireshark,git://github.com/wireshark/wireshark.git,git@github.com:wireshark/wireshark.git,https://github.com/wireshark/wireshark.git,https://github.com/wireshark/wireshark/archive/refs/heads/master.zip,https://www.wireshark.org
conky,brndnmtthws,brndnmtthws/conky,User,"Light-weight system monitor for X, Wayland (sort of), and other things, too","c-plus-plus,cairo,conky,imlib2,linux,lua,system-monitoring,wayland",2012-12-26T19:50:17Z,23119,main,caf2a2ed6b2d434bdbe6fc742f1a5e8448836eb0,622,7382,168,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C++,0.04410320425153053,0.8577958494341389,0.0,0.04181736408778419,0.0,0.0,0.0,0.0,0.9018990536856695,0.04181736408778419,2659.8876953125,https://github.com/brndnmtthws/conky,git://github.com/brndnmtthws/conky.git,git@github.com:brndnmtthws/conky.git,https://github.com/brndnmtthws/conky.git,https://github.com/brndnmtthws/conky/archive/refs/heads/main.zip,https://conky.cc
xv6-riscv,mit-pdos,mit-pdos/xv6-riscv,Organization,Xv6 for RISC-V,,2019-08-26T11:15:28Z,17729,riscv,de247db5e6384b138f270e0a7c745989b5a9c23b,2709,7372,93,other,Other,NOASSERTION,,C,0.9487005205775464,0.0,0.020225911010706216,0.0,0.0,0.0,0.0,0.0,0.9487005205775464,0.020225911010706216,248.5595703125,https://github.com/mit-pdos/xv6-riscv,git://github.com/mit-pdos/xv6-riscv.git,git@github.com:mit-pdos/xv6-riscv.git,https://github.com/mit-pdos/xv6-riscv.git,https://github.com/mit-pdos/xv6-riscv/archive/refs/heads/riscv.zip,
sokol,floooh,floooh/sokol,User,minimal cross-platform standalone C headers,,2017-07-14T08:38:25Z,10282,master,789d97071d17cbab4e3835a0b0b8b379e98c114f,511,7371,121,zlib,zlib License,Zlib,https://api.github.com/licenses/zlib,C,0.8276491634168813,0.0006059462923809364,0.0,0.002774357095526406,0.0,0.0,0.0,0.0,0.8282551097092623,0.002774357095526406,4944.4873046875,https://github.com/floooh/sokol,git://github.com/floooh/sokol.git,git@github.com:floooh/sokol.git,https://github.com/floooh/sokol.git,https://github.com/floooh/sokol/archive/refs/heads/master.zip,https://floooh.github.io/sokol-html5
L-ink_Card,peng-zhihui,peng-zhihui/L-ink_Card,User,Smart NFC & ink-Display Card,,2020-06-20T10:49:48Z,97986,master,0c85ae1c0b84ec33eb17310229f5dc66ff0d4092,1802,7370,307,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C,0.9449707731868731,0.014419885126149078,0.018213357329052913,0.0025177424292286955,0.0,0.0,0.0,0.0,0.9593906583130222,0.02073109975828161,26356.697265625,https://github.com/peng-zhihui/L-ink_Card,git://github.com/peng-zhihui/L-ink_Card.git,git@github.com:peng-zhihui/L-ink_Card.git,https://github.com/peng-zhihui/L-ink_Card.git,https://github.com/peng-zhihui/L-ink_Card/archive/refs/heads/master.zip,
how2heap,shellphish,shellphish/how2heap,Organization,A repository for learning various heap exploitation techniques.,,2016-01-20T01:24:33Z,373,master,16a5bde259ca40b8fd4892b61533cb95c2809695,1156,7364,265,mit,MIT License,MIT,https://api.github.com/licenses/mit,C,0.9928227195602666,0.0,0.0025418862860718825,0.0,0.0,0.0,0.0,0.0,0.9928227195602666,0.0025418862860718825,1210.9609375,https://github.com/shellphish/how2heap,git://github.com/shellphish/how2heap.git,git@github.com:shellphish/how2heap.git,https://github.com/shellphish/how2heap.git,https://github.com/shellphish/how2heap/archive/refs/heads/master.zip,
IronOS,Ralim,Ralim/IronOS,User,Open Source Soldering Iron firmware,"alternate,firmware,flash,hex,iron,miniware,pine64,pinecil,soldering,soldering-irons,temperature,temperature-control,ts100,ts80,ts80p",2016-09-13T06:52:39Z,58047,dev,000eba7b8cb68fde11db0d648e3b94998edbe1c9,732,7358,207,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,C,0.9032376932522351,0.06238237532469234,0.00456707092674131,0.0008122519028965951,0.0,0.0,0.0,0.0,0.9656200685769275,0.005379322829637905,8199.619140625,https://github.com/Ralim/IronOS,git://github.com/Ralim/IronOS.git,git@github.com:Ralim/IronOS.git,https://github.com/Ralim/IronOS.git,https://github.com/Ralim/IronOS/archive/refs/heads/dev.zip,https://ralim.github.io/IronOS/
smallchat,antirez,antirez/smallchat,User,A minimal programming example for a chat server,,2023-10-28T07:23:02Z,19,main,8fc6d387ceb9e1dab83182e7b89885e0f1b43f5a,813,7330,114,,,,,C,0.9869120654396728,0.0,0.013087934560327199,0.0,0.0,0.0,0.0,0.0,0.9869120654396728,0.013087934560327199,26.2646484375,https://github.com/antirez/smallchat,git://github.com/antirez/smallchat.git,git@github.com:antirez/smallchat.git,https://github.com/antirez/smallchat.git,https://github.com/antirez/smallchat/archive/refs/heads/main.zip,
miniblink49,weolar,weolar/miniblink49,User,"a lighter, faster browser kernel of blink to integrate HTML UI in your app. 一个小巧、轻量的浏览器内核，用来取代wke和libcef","blink,chromium,electron,nodejs",2016-09-27T03:41:10Z,287646,master,2443d477941b6189906882772307e15e5471ba43,1101,7295,316,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.09690867410786351,0.7580932338465886,0.003749717319617929,0.0002505500243138279,0.0,0.0,0.0,0.0,0.8550019079544521,0.004000267343931757,419783.466796875,https://github.com/weolar/miniblink49,git://github.com/weolar/miniblink49.git,git@github.com:weolar/miniblink49.git,https://github.com/weolar/miniblink49.git,https://github.com/weolar/miniblink49/archive/refs/heads/master.zip,
td,tdlib,tdlib/td,Organization,Cross-platform library for building Telegram clients,"cross-platform,library,telegram",2017-12-31T20:23:47Z,60374,master,53acb2b5343511432db5aa2091937c3d294c7faa,1483,7287,312,bsl-1.0,Boost Software License 1.0,BSL-1.0,https://api.github.com/licenses/bsl-1.0,C++,0.011147917564766567,0.9618035691693634,0.0,0.008626887178226534,0.0,0.0,0.0,0.0,0.97295148673413,0.008626887178226534,15044.1494140625,https://github.com/tdlib/td,git://github.com/tdlib/td.git,git@github.com:tdlib/td.git,https://github.com/tdlib/td.git,https://github.com/tdlib/td/archive/refs/heads/master.zip,https://core.telegram.org/tdlib
openscad,openscad,openscad/openscad,Organization,OpenSCAD - The Programmers Solid 3D CAD Modeller  ,"3d,3d-graphics,3d-models,3d-printing,c-plus-plus,c-plus-plus-17,cad,dxf-files,linux,macos,opengl,openscad,qt5,qt6,windows",2010-11-03T20:25:33Z,76344,master,28c540500700bbda987820e97e3b9ac9b1c147a4,1232,7237,252,other,Other,NOASSERTION,,C++,0.23559565303667462,0.6238709095169281,0.0001919888248490155,0.025403765111062033,0.0,0.0,0.0,0.0,0.8594665625536028,0.02559575393591105,6968.5859375,https://github.com/openscad/openscad,git://github.com/openscad/openscad.git,git@github.com:openscad/openscad.git,https://github.com/openscad/openscad.git,https://github.com/openscad/openscad/archive/refs/heads/master.zip,https://www.openscad.org
cartographer,cartographer-project,cartographer-project/cartographer,Organization,Cartographer is a system that provides real-time simultaneous localization and mapping (SLAM) in 2D and 3D across multiple platforms and sensor configurations.,"localization,mapping,robotics,self-driving,slam",2016-08-02T06:55:43Z,5937,master,877157a0d91788a7700221d87232d412cb3c1ef4,2263,7235,384,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.0003471393649463461,0.9576964414222285,0.0,0.01598720046899045,0.009924240004359207,0.0,0.0,0.0,0.9580435807871749,0.025911440473349655,2078.93359375,https://github.com/cartographer-project/cartographer,git://github.com/cartographer-project/cartographer.git,git@github.com:cartographer-project/cartographer.git,https://github.com/cartographer-project/cartographer.git,https://github.com/cartographer-project/cartographer/archive/refs/heads/master.zip,
winfsp,winfsp,winfsp/winfsp,Organization,Windows File System Proxy - FUSE for Windows,"driver,filesystem,fuse,gplv3,kernel,windows,windows-kernel",2016-05-18T21:05:28Z,15823,master,4fdec4d37fb4e56b6d810714f5a201e275211aaf,516,7187,140,other,Other,NOASSERTION,,C,0.6967503787915087,0.09517569217959243,0.0015950236964301495,0.0,0.0,0.0,0.0,0.0,0.7919260709711011,0.0015950236964301495,3668.63671875,https://github.com/winfsp/winfsp,git://github.com/winfsp/winfsp.git,git@github.com:winfsp/winfsp.git,https://github.com/winfsp/winfsp.git,https://github.com/winfsp/winfsp/archive/refs/heads/master.zip,https://winfsp.dev
Quake-III-Arena,id-Software,id-Software/Quake-III-Arena,Organization,Quake III Arena GPL Source Release,,2012-01-31T19:39:13Z,3576,master,dbe4ddb10315479fc00086f08e25d968b4b43c49,1914,7164,329,gpl-2.0,GNU General Public License v2.0,GPL-2.0,https://api.github.com/licenses/gpl-2.0,C,0.8308213630756591,0.1433152715633556,0.0,0.0,0.0,0.0,0.0,0.0,0.9741366346390148,0.0,13065.6953125,https://github.com/id-Software/Quake-III-Arena,git://github.com/id-Software/Quake-III-Arena.git,git@github.com:id-Software/Quake-III-Arena.git,https://github.com/id-Software/Quake-III-Arena.git,https://github.com/id-Software/Quake-III-Arena/archive/refs/heads/master.zip,
glog,google,google/glog,Organization,C++ implementation of the Google logging module,,2015-02-23T06:55:48Z,5388,master,6c5c692c8e423f651c74de9477ff0b5a59008bcc,2078,7159,266,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,C++,0.0,0.8806974257231811,0.0,0.08593190969101412,0.017114983943349166,0.0,0.0,0.0,0.8806974257231811,0.10304689363436328,618.2333984375,https://github.com/google/glog,git://github.com/google/glog.git,git@github.com:google/glog.git,https://github.com/google/glog.git,https://github.com/google/glog/archive/refs/heads/master.zip,http://google.github.io/glog/
piper,rhasspy,rhasspy/piper,Organization,"A fast, local neural text to speech system","speech-synthesis,text-to-speech,tts",2023-01-10T22:25:40Z,182515,master,c0670df63daf07070c9be36b5c4bed270ad72383,525,7156,78,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.0011149832935770806,0.7294966961014437,0.00026390137126084746,0.0031528883272025133,0.0,0.0,0.0,0.0,0.7306116793950208,0.003416789698463361,1332.173828125,https://github.com/rhasspy/piper,git://github.com/rhasspy/piper.git,git@github.com:rhasspy/piper.git,https://github.com/rhasspy/piper.git,https://github.com/rhasspy/piper/archive/refs/heads/master.zip,https://rhasspy.github.io/piper-samples/
websocketpp,zaphoyd,zaphoyd/websocketpp,User,C++ websocket client/server library,,2011-09-08T01:17:03Z,8624,master,1b11fd301531e6df35a6107c1e8665b1e77a2d8e,1988,7153,314,other,Other,NOASSERTION,,C++,0.0,0.9607419856022482,0.0,0.01735498567033729,0.0,0.0,0.0,0.0,0.9607419856022482,0.01735498567033729,1262.1328125,https://github.com/zaphoyd/websocketpp,git://github.com/zaphoyd/websocketpp.git,git@github.com:zaphoyd/websocketpp.git,https://github.com/zaphoyd/websocketpp.git,https://github.com/zaphoyd/websocketpp/archive/refs/heads/master.zip,http://www.zaphoyd.com/websocketpp
lab,google-deepmind,google-deepmind/lab,Organization,A customisable 3D platform for agent-based AI research,"artificial-intelligence,deep-learning,machine-learning,neural-networks",2016-11-30T13:41:26Z,460126,master,b1db91af5b4d2f3a24466f4632a3e5e1b0829cca,1367,7149,467,other,Other,NOASSERTION,,C,0.8126504623090024,0.06467640640008394,5.227713921332806e-05,0.0,0.005489982464141288,0.0,0.0,0.0,0.8773268687090864,0.005542259603354616,15486.125,https://github.com/google-deepmind/lab,git://github.com/google-deepmind/lab.git,git@github.com:google-deepmind/lab.git,https://github.com/google-deepmind/lab.git,https://github.com/google-deepmind/lab/archive/refs/heads/master.zip,
flutter-desktop-embedding,google,google/flutter-desktop-embedding,Organization,Experimental plugins for Flutter for Desktop,,2018-02-14T00:41:16Z,2794,main,eb3964990cf19629c89ff8cb4a37640c7b3d5601,608,7107,260,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,C++,0.034975745511470153,0.43813655953462305,0.0,0.19494424366580987,0.0,0.0,0.0,0.0,0.4731123050460932,0.19494424366580987,202.12109375,https://github.com/google/flutter-desktop-embedding,git://github.com/google/flutter-desktop-embedding.git,git@github.com:google/flutter-desktop-embedding.git,https://github.com/google/flutter-desktop-embedding.git,https://github.com/google/flutter-desktop-embedding/archive/refs/heads/main.zip,
ccv,liuliu,liuliu/ccv,User,"C-based/Cached/Core Computer Vision Library, A Modern Computer Vision Library",,2010-09-15T15:59:47Z,389628,unstable,ca844cfb863439ebf9b97a592ff6354c9aae606c,1714,7103,348,other,Other,NOASSERTION,,C,0.8732745606866011,0.05692708529737904,0.0018194832522980746,0.0,0.0009396139467417709,0.0,0.0,0.0,0.9302016459839801,0.0027590971990398457,28098.1005859375,https://github.com/liuliu/ccv,git://github.com/liuliu/ccv.git,git@github.com:liuliu/ccv.git,https://github.com/liuliu/ccv.git,https://github.com/liuliu/ccv/archive/refs/heads/unstable.zip,http://libccv.org
tensorrtx,wang-xinyu,wang-xinyu/tensorrtx,User,Implementation of popular deep learning networks with TensorRT network definition API,"arcface,crnn,detr,mnasnet,mobilenetv2,mobilenetv3,resnet,retinaface,squeezenet,swin-transformer,tensorrt,yolo11,yolov3,yolov3-spp,yolov4,yolov5,yolov7,yolov8,yolov9",2019-11-25T09:01:36Z,2197,master,18c9185591c71d9654f77f13d48b1efb7ad9ec78,1786,7096,105,mit,MIT License,MIT,https://api.github.com/licenses/mit,C++,0.016123185704911232,0.7786047637686381,0.0,0.013937364415327853,0.0,0.0,0.0,0.0,0.7947279494735493,0.013937364415327853,4388.6357421875,https://github.com/wang-xinyu/tensorrtx,git://github.com/wang-xinyu/tensorrtx.git,git@github.com:wang-xinyu/tensorrtx.git,https://github.com/wang-xinyu/tensorrtx.git,https://github.com/wang-xinyu/tensorrtx/archive/refs/heads/master.zip,
iperf,esnet,esnet/iperf,Organization,"iperf3:  A TCP, UDP, and SCTP network bandwidth measurement tool",,2014-02-25T18:42:52Z,13408,master,e4cb673170a395c12d83ad74b247659b2e70e257,1294,7087,232,other,Other,NOASSERTION,,C,0.5051669136711321,0.0,0.11203347636990614,0.0,0.0,0.0,0.0,0.0,0.5051669136711321,0.11203347636990614,1209.80859375,https://github.com/esnet/iperf,git://github.com/esnet/iperf.git,git@github.com:esnet/iperf.git,https://github.com/esnet/iperf.git,https://github.com/esnet/iperf/archive/refs/heads/master.zip,
VeraCrypt,veracrypt,veracrypt/VeraCrypt,Organization,Disk encryption with strong security based on TrueCrypt,"encryption,encryption-algorithms,encryption-decryption,idrix,veracrypt,veracrypt-source",2014-11-08T22:12:36Z,358743,master,4e85009f579972ce422349d2c99ae0920b8e45c2,964,7066,214,other,Other,NOASSERTION,,C,0.6890667148699778,0.1897876670836787,0.0052042605777952436,0.0015544042438744327,0.0,0.0,0.0,0.0,0.8788543819536565,0.006758664821669677,10243.072265625,https://github.com/veracrypt/VeraCrypt,git://github.com/veracrypt/VeraCrypt.git,git@github.com:veracrypt/VeraCrypt.git,https://github.com/veracrypt/VeraCrypt.git,https://github.com/veracrypt/VeraCrypt/archive/refs/heads/master.zip,https://www.veracrypt.fr
